titulo_puesto,empresa,descripcion_puesto,modalidad,salario,localidad,fecha_posteo,nivel_de_experiencia,tipo_empleo,pais,latitud,longitud
Analista de Dados Junior,Nosso - Inteligência Digital Aplicada,Nan,onsite,0,Brazil,2023-03-29,0,0,Brazil,-10.3333333,-53.2
Analista de Dados Júnior,Atacadão Dia a Dia,"Interpretar dados, analisar resultados e utilizar técnicas estatísticas, desenvolver e implementar análises de dados, sistemas de coleta de dados e outras estratégias que otimizem a eficiência e a qualidade estatística, obter dados de fontes primárias ou secundárias e manter bancos de dados. Graduação ou pós-graduação em Tecnologia da Ciência da Computação, Análise e Desenvolvimento de Sistemas, Tecnologia da Informação, Engenharia da Computação, ou áreas afins.",onsite,0,Brazil,2023-04-11,Semi-senior-Senior,Fulltime,Brazil,-10.3333333,-53.2
ANALISTA DE INTELIGÊNCIA DE DADOS,Barcelos,"Job DescriptionBuscamos gente que compartilhe dos nossos valores, que zele pela simplicidade, respeito, ética e transparência. Que tenha prazer em servir, com qualidade e sustentabilidade.Valorizamos a diversidade, estimulamos o trabalho em equipe visando o aprendizado e compartilhamento de conhecimento, estimulando o crescimento do grupo, aqui sua opinião é muito bem vinda!Queremos gente que viabilize junto com a gente novas ideias, o pensar diferente, o fazer as pessoas aprenderem e crescerem, queremos gente que goste de se desafiar a novos cenários e que esteja disposto a trabalhar duro conosco para alcançar os objetivos.Se nossa energia faz sentido para você, venha conversar com a gente!Responsibilities and assignmentsDefinir especificações de configuração e requisitos de análise de dados; Executar tarefas de garantia de qualidade; Definir requisitos de emissão de relatórios e alertas;Ajudar a projetar, documentar e manter processos de sistemas; Relatar fontes comuns de problemas ou questões técnicas e fazer recomendações à equipe de Operações;Comunicar as principais percepções e descobertas à equipe de Operações; Estar constantemente à procura de maneiras para melhorar o monitoramento, identificar problemas.O Analista de Inteligência de Dados é analítico, tem raciocínio lógico e familiaridade com números e planilhas, além de uma organização ímpar. Além disso, deve ser comunicativo e ter ótimo relacionamento interpessoal para comunicar estratégias para outras equipes, orientando profissionais de outras áreas.Requirements And QualificationsSuperior completo em Ciência da Computação, Sistema da Informação, Matemática ou áreas afins; Conhecimento em linguagens de programação, como Python ou R;Experiência mínima de 1 ano na função; Familiaridade com bancos de dados e ferramentas de análise de dados, como SQL, Excel, Power BI ou Tableau;Habilidade para analisar dados e identificar padrões e tendências.Additional informationAtenção; Raciocínio Lógico;Agilidade;Comprometimento;Relacionamento Interpessoal;Organização;Criatividade.Grupo BarcelosSomos o Grupo Barcelos, atuamos no ramo alimentar com atacado, supermercados, atacarejo e ecommerce. Existimos para fazer parte da vida das pessoas proporcionando uma melhor alimentação. Atuamos no mercado desde 1985, somos aproximadamente 3 mil pessoas que buscam estar sempre em constante crescimento juntamente com nosso negócio, somos um time capacitado, comprometido e que se preocupa com as comunidades em que estamos inseridos.Somos uma empresa que valoriza a simplicidade, respeito, ética e transparência. Temos prazer em servir, sempre focando na qualidade e sustentabilidade.Utilizamos a tecnologia para potencializar a gestão do nosso negócio e trazer inovação para nossos clientes, acreditamos na força de um backoffice estruturado para que a jornada do cliente seja cada vez mais simplificada e com menor atrito possível.",onsite,0,Brazil,2023-04-12,Semi-senior-Senior,Fulltime,Brazil,-10.3333333,-53.2
Analista de Regulação (Análise de Dados),Light,"Estamos em busca de um Analista de Regulação para fazer parte da equipe responsável por atuar junto à ANEEL e assegurar a melhor orientação às demais áreas da empresa para garantir uma tarifa que remunere adequadamente o negócio de distribuição de energia elétrica na área de concessão da Light.A nossa empresa é feita por gente. Nós já fazemos parte do seu dia. Agora, queremos que você faça parte do nosso dia a dia.Traga a sua energia para a Light!Responsabilidades e atribuiçõesSeus desafios serão:Realizar estudos e simulações sobre o impacto de mudanças regulatórias no setor de distribuição de energia;Construir e analisar bases de dados com informações regulatórias que apoiem as decisões estratégicas da companhia; Participar dos processos de consulta pública da ANEEL;Atuar nos processos de reajuste e revisão tarifária;Elaborar apresentações e relatórios.Requisitos e qualificaçõesO que é necessário você ter:Ensino Superior Completo;Excel Avançado; Power Bi; Experiência com Base de Dados.O que será um diferencial:Experiência em regulação do setor de distribuição de energia elétrica, em especial os temas econômico-financeiros.Informações adicionaisO que temos para você:Vale Alimentação e/ou Vale RefeiçãoAssistência médicaAssistência odontológicaParticipação nos Lucros ou ResultadosPrevidência privadaSeguro de vidaConvênio com empresas parceirasPrograma de treinamentos.Local de Trabalho: Av. Marechal Floriano/RJ﻿ Todas as nossas vagas também são destinadas a pessoas com deficiência ;)",onsite,0,Brazil,2023-03-18,0,Fulltime,Brazil,-10.3333333,-53.2
Analista de Dados Júnior,Conecta Treine,"Coletar e analisar dados de vendas, incluindo a quantidade de vendas, o valor das vendas, a origem dos clientes, entre outros indicadores importantes. Identificar tendências e padrões nos dados de vendas, para ajudar a empresa a entender quais produtos ou serviços são mais populares e quais podem precisar de ajustes. Avaliar a eficácia das campanhas de marketing da empresa, incluindo campanhas de e-mail marketing, anúncios em mídias sociais e outras iniciativas. Monitorar a satisfação do cliente, através de pesquisas de satisfação ou feedback dos clientes, para entender como a empresa pode melhorar a experiência do cliente e aumentar a fidelidade do cliente. Desenvolver modelos preditivos para prever a demanda futura por produtos ou serviços da empresa. Criar relatórios claros e visualizações atraentes para apresentar insights e recomendações aos tomadores de decisão da empresa. Colaborar com outros membros da equipe, incluindo gerentes de marketing, gerentes de vendas e gerente de opereações. Etar atualizado com as tendências em análise de dados e tecnologia relacionada, para garantir que a empresa esteja utilizando as melhores práticas e ferramentas de análise de dados disponíveis. Proficiência em Excel (Nível avançado) e Power BI (Nível Intermediário/Avançado). Ter experiência/facilidade na criação de Indicadores / Dashboards. Estar cursando Engenharia, TI, Análise de Dados.",onsite,0,Brazil,2023-03-15,Semi-senior-Senior,Fulltime,Brazil,-10.3333333,-53.2
Analista de Gestão Ambiental,Fundação SDTP,"Elaboração, coordenação, implementação e fiscalização de atividades inerentes à Gestão Ambiental; Elaborar documentos escritos, como relatórios e pareceres. - Apresentar conhecimento na interpretação dos Marcos Regulatórios vigentes, de normas nacionais e internacionais; - Ter experiência profissional comprovada na elaboração, coordenação, implementação e fiscalização de atividades inerentes à Gestão Ambiental; - Ter domínio da língua portuguesa e redação própria; - Ter comunicação clara, bom relacionamento interpessoal e trabalho em equipe; - Elaborar documentos escritos, como relatórios e pareceres; - Ter conhecimento na aplicação das ferramentas do Microsoft Office; - Ter discrição e zelo pela segurança das informações sob sua responsabilidade; - Ter registro profissional; e - Ter conhecimento em língua inglesa, a partir do nível intermediário.",onsite,0,Brazil,2023-04-12,Semi-senior-Senior,Fulltime,Brazil,-10.3333333,-53.2
Científico de Datos Senior - Trabajo Remoto,BairesDev,"BairesDev se enorgullece de ser la empresa de software outsourcing de más rápido crecimiento de América. Nuestros equipos están conformados por personas de todo el mundo, lo que nos permite contar con una fuerte esencia multicultural. Para ofrecer constantemente soluciones de la más alta calidad, contratamos solo al 1% superior de los mejores talentos y los desafiamos a proyectos emocionantes.Científico de Datos Senior en BairesDevEstamos buscando un destacado Científico de Datos Senior para unirse al Equipo de Investigación y Desarrollo (I+D) de BairesDev. Este profesional utilizará datos y técnicas de aprendizaje automático para ayudar al negocio a automatizar y escalar la toma de decisiones, principalmente mediante la producción de informes avanzados de análisis de datos y modelos basados en datos para inferir y predecir patrones.Actividades Principales Ayudar a mejorar el conocimiento de los datos y el entorno analítico general en toda la empresa. Manejar datos estructurados y no estructurados utilizando SQL y otros lenguajes de programación. Realizar análisis avanzados de datos e informar de los resultados. Contar la historia detrás de los datos de una manera convincente para la gente de negocios. Crear modelos predictivos y algoritmos de aprendizaje automático. Combinar modelos mediante el modelado de conjuntos. Proponer soluciones y estrategias para los retos empresariales. Ayudar a diseñar y ejecutar experimentos para la comprobación de hipótesis. Participar activamente en las discusiones y decisiones relativas a todo el capítulo de Data Science / Data Engineer. Colaborar con los gestores de productos de datos para crear productos de datos impresionantes. Trabajar con la dirección para priorizar las necesidades de negocio y de información. Ayudar a difundir una mentalidad basada en los datos y a mejorar la alfabetización de datos. Ser un evangelizador de los datos.¿Qué Buscamos?: 3+ años de experiencia en Data Science / Data Engineer, aprendizaje automático, IA, estadística y otras áreas relacionadas. Dominio de SQL. Dominio de Python, R u otro lenguaje de programación importante. Excelentes habilidades de comunicación y capacidad para colaborar y establecer relaciones con usuarios no técnicos. Sólidos conocimientos de probabilidad y estadística, incluido el diseño experimental, el modelado predictivo, la optimización y la inferencia causal. Experiencia práctica con el aprendizaje automático, como la clasificación por regresión, la agrupación, las redes neuronales, la selección de características, la validación cruzada, la maldición de la dimensionalidad, el equilibrio entre sesgo y varianza, la explicabilidad del modelo, la PNL, etc.Deseable Experiencia en análisis o crecimiento de personas. Experiencia con herramientas de visualización de datos. Buena comprensión de los retos de ingeniería para el despliegue de sistemas de aprendizaje automático a la producción.¿Cómo haremos la vida y el trabajo más fácil? Trabajo 100% remoto. Configuración de hardware para trabajar desde casa. Horario flexible. Licencias por paternidad y maternidad, vacaciones y feriados pagados. Ambiente laboral diversificado y multicultural. Un entorno innovador con la estructura y los recursos de una multinacional líder. Excelente remuneración - por encima de la media del mercado y tus expectativas. Aquí puedes crecer tan rápido como aprendas.Nuestra gente trabaja de forma remota con una cultura sólida y constante que promueve la diversidad y el trabajo en equipo. Para continuar siendo la empresa líder en desarrollo de software de América, queremos asegurarnos de que cada miembro de BairesDev tenga las mejores oportunidades de crecimiento y desarrollo profesional en un entorno diverso, acogedor e innovador. Cada persona del equipo aporta algo esencial a BairesDev, ¡cuéntanos tu historia!¡Postúlate ya!",onsite,0,Mexico,2023-03-06,Intermedio,Fulltime,Mexico,23.6585116,-102.0077097
Analista Datos Junior - Santiago Centro,MVS Group S.A.,"Importante institución bancaria anda en búsqueda de Analista de Datos Junior para trabajar en la comuna de Santiago CentroHorario Lunes a viernes 08 30 a 18 30 HorasDuración contrato 3 meses a plazo fijoRenta $800.000 líquidosFuncionesElabora diferentes reportes de análisis de datos para las distintas gerencias de la compañía.Mejora y optimiza la base de datos relativa a la gestión de personas.Elaborar informesEnvío de estadísticasRequisitosManejo de SQLManejo de Excel nivel AvanzadoFormación Ingeniero industrial, Ingeniero Civil Industrial o carrera afín1 año de experiencia realizando funciones similaresBeneficiosTickets de colaciónMVS Group es un grupo de empresas especializado en Recursos Humanos, dedicado a la Consultoría y Outsourcing en Procesos Comerciales y Operativos. Más de 1000 profesionales ponen cada día a disposición de los clientes, su conocimiento del mercado con soluciones que no solo consideran el tipo de negocios y los objetivos estratégicos de cada empresa, sino también su cultura. Estamos comprometidos con la inclusión laboral, la sostenibilidad y la actividad centrada en el cliente, con el objetivo de ser reconocidos como líderes del mercado de RRHH.Basamos nuestro servicio de excelencia en el alto expertise de nuestro equipo profesional.",onsite,0,Chile,2022-11-29,Intermedio,Fulltime,Chile,-31.7613365,-71.3187697
Analista de Dados Júnior,Caderno Nacional,"Participe do processo seletivo para Analista de Dados Júnior!AtividadesLevantar e estruturar as necessidades de negócio, conectando com as melhores práticas de analytics.Participar de demandas tais como: mensuração do valor gerado, análises de beneficio financeiro, qualidade de dados dos modelos, kpi's da área comercial, entre outros.Interpretar dados, analisar resultados usando técnicas estatísticas e fornecer relatórios contínuos.Identificar, analisar e interpretar tendências ou padrões em conjuntos de dados complexos.Capacidade de síntese de problema e proposta de solução.Manipulação de dados em excel avançado.Manipulação de dados em sql ou python (desejável).Ferramentas de visualização de dados (ex: power bi).RequisitosMínimo de 6 meses de experiência com linguagens de programação e analytics.Conhecimento do portfólio de produtos de advanced analytics.Superior completo em áreas afins.A empresa oferece: Vale Alimentação, Vale Refeição, Vale Transporte, Convênio Médico, Convênio Odontológico, Seguro de VidaGostou desta vaga? Se identificou com o perfil? Então aproveite e candidate-se agora!#cadernonacional #emprego #vagas #correntedobem #recolocacaoprofissional",onsite,0,Brazil,2023-03-28,Semi-senior-Senior,Fulltime,Brazil,-10.3333333,-53.2
Ingeniero de datos JR,axity,"Company Description: Axity Job Description: Ingeniero de datos JR Axity, Somos una compañía con más de 35 años de trayectoria nuestro portafolio de servicios es uno de los más grandes en la industria: Estrategia Digital, Desarrollo de Software, Bussiness Intelligence, Big Data, Analítica Avanzada, Seguridad, IOT. Estamos buscando un perfil Data Engineer junior que sepa programación en Python y que quiera comenzar a desarrollarse en el área de data science. El candidato ideal debe tener una formación en ciencias de la computación o informática, así como experiencia práctica con herramientas de análisis de datos, python y bases de datos relacionales. Será responsable del desarrollo y mantenimiento de soluciones para el procesamiento, almacenamiento y análisis de datos. Las responsabilidades incluyen:Diseñar e implementar soluciones para el procesamiento, almacenamiento y análisis de datos.Desarrollar scripts para automatizar tareas relacionadas con el procesamiento y análisis de datos.Trabajar con equipos internos para comprender los requisitos del negocio y diseñar soluciones adecuadas.Realizar pruebas unitarias y validaciones para garantizar la calidad del código desarrollado.Documentar todos los procesos relacionados con el trabajo realizado. Requisitos:Licenciatura en Ciencias de la Computación, Ingeniería informática o un campo relacionadoExperiencia práctica con herramientas de análisis de datos (por ejemplo, Python, R).Conocimientos en programación en PythonConocimiento profundo sobre bases de datos relacionales (por ejemplo, PostgreSql).Conocimiento sobre bases de datos No relacionales (por ejemplo, MongoDb)Excelentes habilidades analíticas y de resolución de problemas Se ofreceContrato a plazo fijo 2 meses y continuidad indefinida (beneficios asociados) Modalidad de trabajo hibrida.",onsite,0,Chile,2023-02-03,Intermedio,Fulltime,Chile,-31.7613365,-71.3187697
ANALISTA DE INFORMACIÓN- CUMPLIMIENTO NORMATIVO,Banco General,"Descripción del PuestoDesarrollar y ejecutar procesos de generación de reportes, métricas, indicadores y cualquier información estadística con el fin de interpretar y analizar los resultados. Elaboración y monitoreo del presupuesto en coordinación con las áreas que conforman el Departamento, procurando que la información sea precisa y se entregue de manera oportuna; manteniendo los controles necesarios.Atender requerimientos de información durante las inspecciones del regulador, Auditorías Internas y Externas.Apoyar en la preparación de la información para presentación a los comités y la Gerencia General.Atender consultas, dudas o solicitudes de información.Confeccionar estadísticas de las consultas o incidentes reportados.Estandarizar la generación y gestión de informes, reportes, documentos y/o tableros.Identificar y ofrecer opciones para solucionar los problemas de calidad de los datos que se presenten.  RequisitosRequisitosLicenciatura en Finanzas, Ingeniería en Sistemas o Ingeniería Industrial.Conocimiento de los Productos y Servicios bancarios.Conocimientos de bases de datos y/o análisis de información. Conocimiento sobre temas relacionados a tecnología de la información e inteligencia de negocios.Noción general sobre el diseño de modelos lógicos, conceptuales y físicos de base de datos. BeneficiosRequisitosLicenciatura en Finanzas, Ingeniería en Sistemas o Ingeniería Industrial.Conocimiento de los Productos y Servicios bancarios.Conocimientos de bases de datos y/o análisis de información. Conocimiento sobre temas relacionados a tecnología de la información e inteligencia de negocios.Noción general sobre el diseño de modelos lógicos, conceptuales y físicos de base de datos.El Banco privado panameño más grande de la plaza, con una amplia infraestructura de 72 sucursales y más de 600 cajeros automáticos.Banco General fue fundado en abril de 1955, gracias a la visión de empresarios panameños que lo incorporaban como el primer banco privado de capital panameño. Actualmente es el banco privado panameño más grande de la plaza, con una amplia infraestructura de 72 sucursales y más de 600 cajeros automáticos, un banco en Costa Rica y oficinas de representación en Guatemala, El Salvador, Colombia y Perú.",onsite,0,Panama,2023-04-11,Intermedio,Fulltime,Panama,8.559559,-81.1308434
Especialista de Insights,Grupo AlEn,"¡Tú talento es único, ven y #BrillaEnAlEn! En AlEn nos une un mismo propósito, construir un mundo más limpio y sustentable para ti a través de marcas líderes en el cuidado del hogar, como Cloralex, Pinol y Ensueño. Somos una gran familia conformada por gente talentosa que Brilla en AlEn gracias a su pasión por lo que hace, donde la Innovación y Excelencia Operativa nos impulsa para alcanzar grandes metas. Tus principales retos serán: Conducir la cultura de una empresa basada en data de mercado e inteligencia de negocio traduciendo problemas complejos de negocio en iniciativas analíticas que permitan la toma de decisiones.Trabajo coordinado con áreas clave de la compañía para la definición de temas, indicadores y filtros que se conviertan es objetivos y definan entregables estratégicos de inteligencia de mercado.Colaboración con equipos de marcas a través de capacidades de generación de insights y análisis de información, comunicando hallazgos que guíen las decisiones de equipos clave.Administración, gestión y explotación continua de herramientas analíticas y de base de datos.Interpretación de data cualitativa y cuantitativa que promueva y mantenga a AlEn como una empresa centrada en el consumidor y sus necesidades.Diseño y mantenimiento de reportes que transformen la data en historias claras. Visibilidad de hallazgos claros usando charts, tablas, infografías y proveer insights accionables basados en data concreta.Diseño y gestión del Plan de Investigación que responda a las necesidades estratégicas de las marcas.¿Tienes este perfil?:Formación: Grado Estadística, Mercadotecnia, Comunicación, Antropología, Innovación, Psicología, Ingeniería o afín.Experiencia de 5 años en análisis de data, investigación de mercados, análisis de comportamiento del consumidor, construcción de marcas.Experiencia en investigación, análisis o estrategias que reflejen entendimiento del consumidorDominio de herramientas de investigación de mercados.¿Qué puedes esperar al trabajar en AlEn? Excelente compensación con sueldo atractivo.Prestaciones y beneficios superiores a lo de ley.Desarrollo profesional y oportunidades de aprendizaje.Gran ambiente de trabajo en una familia innovadora y dinámica.Es tu oportunidad de #BrillarEnAlEn!Únete a nuestra familia aplicando a esta vacante.En Grupo AlEn reconocemos que el talento de cada persona es único, por ello nos aseguramos de ofrecer las mismas oportunidades de desarrollo para todas las personas sin distinción alguna por razón de edad, origen étnico o nacional, afiliación política, religión, sexo, orientación sexual, estado civil, condición física o de salud, o cualquier otra que atente contra la dignidad humana. Estamos convencidos de que vivir la diversidad y respetar la individualidad de nuestra gente es el mejor motor para impulsar la colaboración, innovación y desarrollo de nuestra organización.Todos nuestros procesos de atracción de talento son gratuitos para los postulantes.",onsite,0,Mexico,2023-03-27,Intermedio,Fulltime,Mexico,23.6585116,-102.0077097
