titulo_puesto,empresa,descripcion,modalidad,localidad,experiencia,tipoempleo,pais
Científico de datos,Qualifinds,Te apasionan los datos y la analíticaLe encantaría acelerar nuestros esfuerzos para crear experiencias increíbles y productos de software en el espacio de los vehículos conectados con datos Estamos buscando profesionales de Ciencia de Datos de primer nivel middle o Senior basados en datos y orientados a los detalles para ayudar a impulsar el desarrollo de funciones de alta calidad y respaldar mejoras continuas en la experiencia de los clientes con nuestros productos automotrices en nuestra empresa a nivel mundial RequisitosLicenciatura o Doctorado en Ciencias de la Computación Matemáticas Física Ingeniería Eléctrica o un campo relacionado o una combinación de educación y experiencia equivalenteMás de 3 años de experiencia en la práctica de métodos estadísticos y su aplicación precisa p ANOVA análisis de componentes principales análisis de correspondencia agrupamiento de kmedias análisis factorial análisis multivariado Redes Neuronales inferencia causal regresión gaussiana etcMás de 3 años de experiencia con Python SQL Cloud preferiblemente GCPMás de 3 años de experiencia con tecnologías de big data como Azure Data Lake GCP Big Query Databricks Spark Hadoop Kafka bases de datos SQL y NOSQL etcExperiencia demostrada en herramientas comerciales como Alteryx Qlikview  Qliksense Tableau o PowerBI adquirida a través de capacitación yo implementación en proyectos BeneficiosHorario Laboral Lunes a Viernes 900 am a 600 pmModalidad Tiempo Completo Ideal Híbrido 1  2 veces por semana o también puede ser RemotoSalario 50000 a 60000 MXN Bruto Mensual  Bono Contratación de 1 a 3 mesesNúmero de posiciones abiertas 385 prima de vacacionesVale de comidaFondo de ahorro con el tope legalUn bono de trabajo en casa de MXN  710Compensación flexible del 8 del salario base mensualBono de rendimiento a partir de GSR 7 como variablePTU  como variablePlan de pensiónSeguro de gastos médicos mayores Informes conmigo o al correo paolahernandezqualifindscom antes del 10 de Abril,hybrid,Mexico,0,Fulltime,Mexico
CIENTIFICO DE DATOS BEG 18 EN UNIDAD DE ESTRATEGIA BEG,Bam,Descripción generalBrindar consultoría y acompañamiento en el desarrollo de modelos analíticos avanzados predictivos a las distintas áreas de la organización y a la comunidad analítica velar por las buenas prácticas en el uso de las plataformas analíticas y en el desarrollo de modelos de apredizaje automático Explorar nuevas soluciones analíticas a retos de la organizaciónEducaciónEducaciónLicenciatura en ciencias de la computación matemática estadística economía ingeniería o equivalentesMaestría en área del manejo de información digital matemática estadística economía ingeniería o equivalentesConocimientos en Inteligencia de Negocios Business Intelligence manejo de lenguaje SQL Programación en R yo Python conocimientos en arquitecturas de datos inhouse la nube y bigdataDeseable cualquier certificación relacionada con Inteligencia de Negocios Analítica Big Data Metodologías Ágiles o similaresHabilidadesConocimiento en tendencias tecnológicas y digitalesConocimiento en herramientas metodologías y soluciones innovadoras enfocadas a su cargoCapacidad de generar impacto e influenciaCompetencias corporativasLos clientesEl ser humanoLa integridadEl crecimiento sostenibleEl desempeño extraordinarioEl dinamismoExperienciaExperiencia de 1 a 3 años como Ingeniero de datos cientifico de datos analista senior gestor de proyectos de informática yo similares,hybrid,Guatemala,Sin experiencia,Fulltime,Guatemala
Científico de datos,Cervecería Nacional Dominicana,Data Scientist Formación AcadémicaProfesional en matemáticas aplicadas ingeniería o economía analítica avanzada estadística Inteligencia artificial o investigación de operaciones STEM fieldExperiencia profesionalContar con al menos 2 años de experiencia en ciencia de datos o cargos similares con experiencia comprobada en elaboración de modelos herramientas y algoritmosHabilidades computacionalesManejo avanzado de Python Rstudio Git Dijango bases de datos y leguajes SQL Tableu o visualizadores similares The standard SciPy Stack Numpy SciPy Pandas ScikitLearn MatplotlibModalidad Híbrida 60 remoto y 40 presencialResponsabilidadesAcompañar el desarrollo técnico de algoritmos basados en Machine LearningDefinir y conceptualizar las necesidades de los clientes para traducirlas a proyectos de Advanced AnalyticsDefinir el diseño conceptual de las soluciones analytics modulos y tipos de modelosEstructurar soluciones basadas en algoritmos para satisfacer las necesidades identificadasImplementar en lenguaje Python los algoritmos que conforman las soluciones analíticasPresentar los resultados de manera amigable y rigurosa a los comités gerenciales y directivosEjecutar proyectos de manera rápida y efectiva en un entorno conformado por equipos multidisciplinarios Palabras ClaveCiencia de datosProgramación en PythonProgramación en RProgramación en ScalaGitDataBricksDashDjangoSQL,hybrid,Dominica,Algo de responsabilidad,Fulltime,Dominica
Analista Ssr Cientifico de Datos  NaturaCo,Natura,Has pensado alguna vez en trabajar en una empresa que se preocupe por la sustentabilidad Te gusta crear relaciones desarrollar un equipo y generar buenas experiencias Te has imaginado alguna vez en un lugar que valora la diversidad Si has respondido afirmativamente a todas estas preguntas te estamos buscando a VOS httpswwwyoutubecomwatchvBNFZzt4ZClsNatura trae en su Esencia la Visión de ser una marca de expresión global reconocida por su comportamiento empresarial por la calidad de las relaciones que establece y por sus productos y servicios Nuestra ambición de generar un impacto positivo para las personas y para el planeta pasa necesariamente por una postura ética integral y transparente en todos los negocios canales y geografías en los que operamos Natura conecta una red de más de 19 millones de consultores y más de 7 mil empleados Fundada en 1969 somos una multinacional brasileña de cosméticos y productos de higiene y belleza con operaciones en Argentina Bolivia Chile México Perú Colombia y Francia Natura es parte del grupo Natura  Co formado por cuatro marcas icónicas de belleza Avon Natura The Body Shop y Aesop cada una con una misión y un espíritu único pero conectadas por el propósito común de construir juntas el camino hacia un futuro mejor Presentes en más de 100 países y con más de 200 millones de consumidores y entendiendo que promover la belleza PARA el mundo es también dejar un legado las empresas ayudan a transformar la sociedad desde la forma en que desarrollan sus negocios promoviendo la valoración de la inclusión y la diversidad la protección del medio ambiente y la generación de oportunidades e ingresos para las mujeresTe invito a evaluar nuestra oportunidad Ocupación Permanente Lo que vas a hacer La principal responsabilidad será la de liderar el desarrollo de soluciones de analítica avanzada para CRM utilizando técnicas de MLAI para acelerar la captura de valor de la compañía Principales responsabilidades del rol Formula problemas que se pueden resolver con datos Entiende la interfaz entre Data Science y el área de negocio Entiende superficialmente el contexto empresarial y los equipos involucrados Desarrolla análisis y genera insights para el negocio Mide los resultados de los experimentos Aplicar técnicas avanzadas de exploración de datos EDA Actúa en todas las partes del proceso de ciencia de datos desde la comprensión del problema hasta la implementación de la solución con el apoyo de científicos más experimentados Aplicar técnicas de interpretabilidad del modelo Utiliza la infraestructura MLOps en los proyectos y la utiliza para implementar los modelos Propone y crea monitoreos simples como el desempeño del modelo Habilidades técnicas Estadística estadística descriptiva distribuciones probabilísticas pruebas de hipótesis estadística aplicada a Machine Learning Programación sólidos conocimientos en lenguaje de programación SQL y Python y dominio en el uso de librerías como Pandas ScikitLearn Stats Models y PySpark Manipulación de datos interacción con bases de datos y manipulación de datos utilizando el lenguaje SQL Visualización de datos Control de versiones familiaridad con el control de versiones de código GitBitbucket Nus gustaria que tengas o seas Desde su rol deberá contribuir en Reforzar la cultura de datos para otros equipos Ayudar en el desarrollo de jóvenes científicos Trabajar con otros equipos para proponer soluciones e identificar oportunidades de proyectos Facilitar la comprensión de los problemas y la identificación de la causa raíz para el equipo Orientamos la búsqueda a profesionales con buenas habilidades de comunicación pensamiento crítico y con ganas de aprender Nos inclinamos a personas curiosas con espíritu emprendedor y ganas de adquirir conocimiento del negocio,hybrid,Argentina,Algo de responsabilidad,Fulltime,Argentina
Científico de datos,Tata Consultancy Services,The ideal candidates favorite words are learning data scale and agility You will leverage your strong collaboration skills and ability to extract valuable insights from highly complex data sets to ask the right questions and find the right answers  ResponsibilitiesAnalyze raw data assessing quality cleansing structuring for downstream processingDesign accurate and scalable prediction algorithmsCollaborate with engineering team to bring analytical prototypes to productionGenerate actionable insights for business improvementsQualificationsConversational EnglishBachelors degree or equivalent experience in quantative field Statistics Mathematics Computer Science Engineering etcAt least 3  4 years of experience in quantitative analytics or data modelingDeep understanding of predictive modeling machinelearning clustering and classification techniques and algorithmsFluency in a programming language Python CC Java SQLFamiliarity with Big Data frameworks and visualization tools Cassandra Hadoop Spark TableauKnowledge in ML models,hybrid,Mexico,Algo de responsabilidad,Fulltime,Mexico
Analista de Minería de Datos,BAC Credomatic,Objetivo del Puesto Obtener y preparar información integra y fiable para las entidades reguladoras auditoria internas o externas informes a la Región o áreas internas Participación en la formulación de parámetros y desarrollo de programas para implementar monitoreo de Operaciones Sospechosas Gestionar y administrar el Riesgo de Lavado de Dinero por medio de la ejecución de herramientas de análisis y visualización de controlesFormación Académica Estudios Universitarios Graduado en Ingeniería de Sistemas y afines a estudios de Análisis de datos o Científico de Datos Conocimientos Requeridos yo deseables Sistemas AS400 Herramientas estadísticas Herramientas de Generación de Información SQL Managment Studio TransactSQL Power BI Tableau Python R Studio SAS Competencias Proactivo Analista Autodidacta Trabajo bajo presión gestión de conflictos Ofrecemos Prestaciones de leyBeneficios adicionalesOportunidad de crecimientoAgradable ambiente de trabajo,hybrid,Guatemala,Intermedio,Fulltime,Guatemala
Científico de Datos  AZURE,DWConsulware,Generación de modelos yo estrategias para incremento de eficiencia de campañas Realizar análisis estadísticos y matemáticos en los datos recopilados para extraer insights valiosos para la empresa Investigar y desarrollar nuevas técnicas y herramientas de análisis de datos para mejorar la capacidad de la empresa para extraer insights valiosos de los datosRequisitos Bachiller en la carrera de Ingeniería de Sistemas de Información Ingeniería de sistemas Software Ciencia de la Computación y afines Experiencia en proyectos de TI mínimo 3 años Conocimientos en Analítica SQL PYTHON Machine Learning Econometría Big data o afines Experiencia minima 3 años en el cargo o en funciones similares a Ciencia de Datos e Inteligencia de Negocios Tener certificación con Azure Experiencia trabajando en Azure Data Factory SQL Database Analysis Services Amplia experiencia en base de datos SQL Server Oracle o similar Experiencia creando store procedures vistas select complejos Experiencia creando pipelines con Data Factory y DataBricks Experiencia trabajando con Contenedores con Azure DataLake trabajando con archivos csv y parquet mínimo 2 años Conocimiento de modelamiento de datos y Synapse Analytics mínimo 2 años Experiencia en banca seguro retail telco deseableBeneficios Planilla completa desde el primer día Capacitaciones Linea de carrera Buen clima laboralTe invitamos a ser parte de nosotrosFundada en 1998  DWConsulware es líder en soluciones para la administración del desempeño corporativo CPMNuestros productos y servicios permiten que las organizaciones alcancen un alto desempeño planificando  presupuestando y pronosticando  monitoreando con alertas y tableros de control  y analizando con inteligencia de negocios,hybrid,Ecuador,Intermedio,Fulltime,Ecuador
Data Scientist Expert  Relación de dependencia Zona Norte,BrightSide IT Consulting S.A.,Nan,hybrid,Argentina,0,0,Argentina
practicante desarrollo software,Centro Científico Tecnológico de Valparaíso,El objetivo de nuestro Centro es potenciar la investigación y su conexión con la industria por lo que estamos permanentemente enfrentando diversos proyectos en distintos ámbitos por lo que es un excelente entorno para aprender Además el equipo es joven y hay un muy agradable ambiente de trabajo en el bello campus de la USMEl proyecto para el que requerimos apoyo tiene por objetivo poner en marcha un sistema de predicción de deriva oceánica con el objetivo de apoyar operaciones de búsqueda y rescate en base a un modelo matemático que ha sido desarrollado por un equipo experto en oceanografía En otras palabras este trabajo podría salvar vidas de personas caídas y perdidas en el marEn lo práctico hay que automatizar la conexión con varias APIs para descargar datos armar un contenedor tipo Docker para correr las simulaciones hidrodinámicas desarrollar el servidor que pueda responder a varios tipos de solicitud y sus respectivos casos de prueba y documentación correspondiente Será un trabajo en equipo en conjunto con Ingenieros Civiles con experiencia en desarrollo de software para aplicaciones en ciencia e industriaEl proyecto se desarrollará durante los próximos cinco meses abrilagosto aunque tenemos considerado este apoyo para solo dos meses tiempo completo o cuatro meses a medio tiempo Por supuesto está considerada una modesta compensación económicaResponsabilidadesDesarrollo de software documentación y testingRequisitosManejo de lenguajes y paradigmas de programación conocimiento de patrones en desarrollo web bases de datos control de versiones por Git integración continua nociones básicas de ciberseguridad ganas de aprender capacidad de trabajo en equipo y  pueden no cumplirse todos los requisitos,hybrid,Chile,0,Prácticas,Chile
Lider de Data y Analítica Avanzada,Expertia Travel,Proponer e implementar el desarrollo de nuevos modelos para soportar la toma de decisiones del negocioExplorar de forma continua nuevas fuentes de información que generan valor y sean accionablesLiderar y trabajar con los ingenieros de datos el gran tablón de variablesEncontrar patrones de comportamiento de clientes en grandes volúmenes de datos transaccionales y no transaccionales a través de modelos predictivos apoyando en la revisión de propuestas identificadas para su presentación al negocioSer el encargado de soluciones analíticas end to endLiderar la traducción de las necesidades del negocio en un planteamiento de solución con modelos analíticosConstruir calibrar validar y actualizar los Modelos Machine LearningSer el encargado y administrador de la fábrica de modelosSupervisar e implementar soluciones analíticas enfocadas en cliente RequisitosBachiller yo titulado de las carreras de Ciencias Sistemas informatica matemática estadística economía o afinesDeseable con maestría o especialización en estadística ciencia de datos o informática2 años de experiencia desempeñándose en cargos como analista de datos yo científico de datos1 año de experiencia trabajo en equipo de ciencia de datos construcción de modelos Machine LearningDominio de SQL y Oracle a nivel intermedioDominio de Python y R a nivel intermedioManejo de Power BIManejo de AWS o GCP DeseableIngles intermedio BeneficiosIngreso a planilla con todos los beneficios de leyCobertura de la EPS en  al titular de la pólizaCapacitación permanenteDía libre por tu cumpleañosEXPERTIA es un Holding Turístico que agrupa empresas líderes del sector como Condor Travel y Nuevo Mundo Viajes Nuestro objetivo es ser la plataforma de viajes más grande de Hispanoamérica dándole al viajero la mejor experiencia en los destinos más memorables,hybrid,Peru,Intermedio,Fulltime,Peru
ANALISTA DE PLANEACIÓN,Coppel,Contribuir a la definición de la planeación del contenido de los canales digitales mediante el análisis de datos e identificación de hallazgos que sirvan de insights para la estrategia comercial incrementar la tasa deconversión y optimización continua de la experiencia del clienteRequisitos1 año como Analista de Modelos o Científico de datos de Analítica Omnicanal como Analista de CRO o Analista UXR de UX como Analista de Site Merchandising Site Planning o CRO de preferencia en sector eCommerceAnálisis de información de campañas de temporadas comportamiento de los clientes digitalesGeneración de reglas de negocio para los canales digitales y para Corporate Deals con base a analítica de datos y Generación de reglas de negocio para los canales digitales y para Corporate Deals con base a analítica de datosLicenciatura en Administración de Empresas Comercio Internacional Mercadotecnica Ingeniería Industrial Gestión empresarial o afín Licenciatura en Administración de Empresas Comercio Internacional Mercadotecnica Ingeniería Industrial Gestión empresarial o afínBeneficios Sueldo competitivo Prestaciones de ley desde el primer día y superiores con base a la antigüedad Buen ambiente laboral Descuento en compras en ropa y muebles Estabilidad laboral Capacitación internaSomos un Grupo empresarial de capital mexicano fundado en Culiacán Sinaloa En 2021 cumple 80 años mejorando la vida de millones de mexicanos Tiene presencia en todos los estados del país cuenta con 113000 colaboradores y es uno de los 10 principales empleadores de la República Mexicana Se integra por tres unidades de negocio Tiendas Coppel Afore Coppel y BanCoppelSer la tienda Omnicanal y de servicios financieros personales y digitales favorita del mercado masivo que ofrece una gran variedad de categorías de productos y servicios útiles atractivos y accesibles Nuestro propósito es Acompañarte en tus necesidades y deseos acercándote un mundo de posibilidades para que mejores tu vidaSomos un Grupo conformado por personas comprometidas con mejorar la vida de nuestros clientes y buscamos al mejor talento para hacerloPropósito Apoyarte en tus necesidades y deseos acercándote un mundo de posibilidades para que mejores tu vidaValores ConfianzaResponsabilidadAtención y ServicioEficiencia y SencillezInnovación,hybrid,Mexico,Intermedio,Fulltime,Mexico
Tech Talent Pool,Canvia,Reinventa el futuro con CanviaSi sientes pasión por la tecnología y quieres transformar negocios esta es tu oportunidad para desarrollarte en una empresa inclusiva diversa que se desafía constantementeNuestro propósito es hacer más fácil la vida de las personas innovando e implementando proyectos de transformación digital con un metodología ágil y seguraActualmente nos encontramos en una etapa de crecimiento y estamos buscando talento de TI para nuevos puestosEntonces Si tienes experiencia enDesarrollo BackEnd FrontEnd FullStack Web MóvilCiberseguridad Administrador de Sistemas Analista de Incidentes Ingeniero de CiberseguridadCloud Cloud Architect Cloud Engineer Cloud Consultant Cloud Developer Cloud Security EngineerBig Data Científico de datos Analista de datos Ingeniero de datos Administrador de datosInfraestructura Analista de Sistemas Ingeniero de Infraestructura Ingeniero DevOps Administrador de RedesTienes las siguientes habilidadesInglés intermedioTrabajo en equipoExcelentes Habilidades de ComunicaciónPasión por lo que hacesDisfrute del aprendizaje permanenteEsta es tu oportunidadQuieres ser una Canvieroa e impactar el futuro con la Tecnología y tu TalentoEsperamos su solicitudAdoptamos la diversidad brindando una experiencia positiva y un empleador con igualdad de oportunidades para todos los candidatos calificados que serán considerados para las vacantes sin distinción de raza color religión sexo edad origen nacional estado de veterano protegido estado de discapacidad orientación sexual identidad de género o expresión estado civil información genética o cualquier otra característica protegida por la leySomos Canvia formamos parte del portafolio de Advent International y contamos con 34 años de presencia en el mercado local Nuestro propósito es hacer más fácil la vida de las personas innovando e implementando proyectos de transformación digital de nuestros clientes de manera ágil y segura,hybrid,Peru,Sin experiencia,Fulltime,Peru
Líder de Data y Analítica Avanzada,Expertia Travel,Proponer e implementar el desarrollo de nuevos modelos para soportar la toma de decisiones del negocioExplorar de forma continua nuevas fuentes de información que generan valor y sean accionablesLiderar y trabajar con los ingenieros de datos el gran tablón de variablesEncontrar patrones de comportamiento de clientes en grandes volúmenes de datos transaccionales y no transaccionales a través de modelos predictivos apoyando en la revisión de propuestas identificadas para su presentación al negocioSer el encargado de soluciones analíticas end to endLiderar la traducción de las necesidades del negocio en un planteamiento de solución con modelos analíticosConstruir calibrar validar y actualizar los Modelos Machine LearningSer el encargado y administrador de la fábrica de modelosSupervisar e implementar soluciones analíticas enfocadas en cliente RequisitosBachiller yo titulado de las carreras de Ciencias Sistemas informatica matemática estadística economía o afinesDeseable con maestría o especialización en estadística ciencia de datos o informática2 años de experiencia desempeñándose en cargos como analista de datos yo científico de datos1 año de experiencia trabajo en equipo de ciencia de datos construcción de modelos Machine LearningDominio de SQL y Oracle a nivel intermedioDominio de Python y R a nivel intermedioManejo de Power BI Manejo de AWS o GCP DeseableIngles intermedio BeneficiosIngreso a planilla con todos los beneficios de leyCobertura de la EPS en  al titular de la pólizaCapacitación permanenteDía libre por tu cumpleañosEXPERTIA es un Holding Turístico que agrupa empresas líderes del sector como Condor Travel y Nuevo Mundo Viajes Nuestro objetivo es ser la plataforma de viajes más grande de Hispanoamérica dándole al viajero la mejor experiencia en los destinos más memorables,hybrid,Peru,Intermedio,Fulltime,Peru
Data Analyst,Reba,Nos encontramos en la búsqueda de una persona para que se sume como Data Analyst a nuestro equipo de Data de Reba para que pueda responder preguntas y problemáticas de negocio realizando modelado de datos y aplicando métodos estadísticos Somos un equipo de gente apasionada curiosa profesional y buena onda conocenos y sumate Entre sus principales funciones se destacan Modelar problemáticas utilizando métodos estadísticos y de machine learning para interpretar grandes volúmenes de datos y extraer oportunidades de mejora de negocio Colaborar manteniendo la plataforma de BI para democratizar el acceso a la información Dar soporte hacia la gerencia y los equipos de producto generando extrayendo información que les permitan tomar decisiones basadas en datosRequisitosTítulo de grado en carreras de Facultades de Ciencias Exactas así como ActuarioEconomía Estadística Sistemas Ingeniería o afinesContar con experiencia analizando datos e implementando soluciones aplicando modelos de machine learning Tener rigurosidad en el mantenimiento y curaduría de datosTener experiencia analizando y visualizando datos en Python y su stack cientïfico PandasNumpyScikitLearnJupyterMatplotlibContar con experiencia trabajando con herramientas de control de versión GitPoseer conocimientos en bases de datos SQLTener experiencia utlizando herramientas de BIPoseer habilidades de StoryTelling que permitan comunicar los resultados en forma clara y adaptándose a las posibles audienciasBúsqueda laboral equitativa  Desde Reba sólo te pediremos la información estrictamente necesaria para el desempeño del trabajo que se ofrece  Ley N6471BeneficiosContamos con importantes beneficios corporativos como una semana adicional de licencia descuentos en gimnasios clases de inglés in company descuentos en distintos productos convenios con prepagas entre otrosNo te olvides de incluir la remuneración bruta pretendida Garantizamos absoluta confidencialidad y reservaSumate a Reba  Te imaginás siendo parte de la compañía que va a ayudar a miles de personas a vivir la vida que quierenReba es la app de servicios financieros que nació con el propósito de incluir a más personas al sistema financiero para que puedan construir el futuro que quieren A través de una app simple e innovadora miles de personas pueden tener acceso a los mejores servicios financieros con mayor simplicidad y transparenciaReba es la App de Reba Compañía Financiera una entidad Financiera Regulada por el BCRA Al ser parte de Grupo Transatlántica la compañía consigue el equilibrio ideal entre el respaldo y trayectoria de más de 50 años de vida en distintas industrias junto a la innovación y flexibilidad que una compañía joven ofrece al mercado y sus colaboradoresConvencidos de que llegamos más lejos en equipo buscamos incorporar a aquellos talentos que se sientan motivados por formar parte de un proyecto que va a generar impacto en la vida de miles de latinoamericanos Qué buscamos en esos talentos El ADN Rebanker que sean cliente céntricos que piensen a gran escala y que trabajen con el más alto estándar de calidad con respeto y buena ondaSumate a esta aventura en la que tus ideas no sólo van a llevar tu carrera al próximo nivel sino que también van a contribuir a cambiar la forma en la que miles de latinoamericanos se relacionan con sus finanzas Estás listo Nosotros re,hybrid,Argentina,Intermedio,Fulltime,Argentina
Medical Manager Fabry,Sanofi,Nuestro equiponuestro trabajo se centra en las áreas de enfermedades raras trastornos sanguíneos raros esclerosis múltiple oncología e inmunología Nos dedicamos a descubrir y hacer avanzar nuevas terapias proporcionando esperanza a los pacientes y sus familias en todo el mundo Principales ResponsabilidadesResponsable de las actividades científicas del área Responsable de la identificación desarrollo y seguimiento de líderes de opinión KOLs Planificar e implementar acciones de formación apoyo y asesoramiento médico a las actividades de Marketing Promoción Ventas Regulatorio y Comercial para facilitar el lanzamiento aceptación y permanencia de los productos en el mercado Gestión de relaciones con especialistas sociedades científicas autoridades sanitarias obras sociales grupos de pacientes etc Responsable de asegurar la calidad científica de la información provista a pacientes y profesionales de la saludAsegurar el cumplimiento de las SOPs de los materiales promocionalesPlanificar y desarrollar programas clínicos dentro de los centros de tratamientoColaborar en la organización de eventos científicos locales regionales e internacionalesParticipar yo realizar presentaciones sobre enfermedades y productos en simposios congresos y reuniones médicasDesarrollar proyectos de actualización científica destinada a profesionalesParticipar en programas de acceso ampliado yo de uso compasivo asegurando el cumplimiento de las pautas locales corporativasColaborar en el diseño de estrategias a seguir junto al responsable de la Unidad de Negocios y al Gerente de Producto desde el punto de vista médicoAdaptar las estrategias de marketing médico internacional y las estrategias médicas regionales corporativas a nivel localEntre sus funciones de soporte al área de Marketing médico dirigir los programas médicos dentro del país asistir y entrenar a los equipos de venta Clinical Scientific Asociate CSAs y a los gerentes de productos cuando sea necesarioCrear sólidas relaciones y alianzas con asociaciones médicas y especialistas localesAsesorar sobre estrategias para el desarrollo y seguimiento de KOLsDesarrollar y apoyar grupos de asesoramiento centros de diagnóstico y tratamiento de excelencia y consensosguías de tratamiento localesBrindar asistencia médica a los ensayos realizados por investigadores IITISSTrabajar y dar soporte a las CSU en estudios clínicosResponder consultas médicas de clientes médicos auditores grupos de pacientes autoridades sanitarias etcFomentar y brindar asistencia para la publicación de estudios derivados de datos localesSupervisar y aconsejar en los aspectos médicos de los productos de Sanofi Genzyme que le correspondaAsegurar la permanente actualización de la información científica sobre enfermedades y productosPreparar y revisar materiales de promoción para profesionales y para el público en generalFundamentar los mensajes promocionales con evidencia científicaBrindar asistencia médica para las actividades regulatorios y de registro de productosElaborar e implementar programas de minimización de riesgosDar apoyo y seguimiento a eventos adversos detectados trabajando con PVEvaluar las actividades clínicas competitivas que se están realizando en la regiónRealizar un análisis científico de productos y evidencia de la competenciaAsesorar en el lanzamiento de nuevos productosDar soporte al PSPRealizar las tareas del sector de acuerdo a las leyes y regulaciones locales el Código de Ética de Sanofi Genzyme la FCPA y los políticas de Sanofi CorporationAcerca de tíExperiencia 3 años de experiencia en la Industria farmacéuticaCompetencias Habilidades técnicas Conocimientos de Marketing aspectos regulatorios interpretación y búsqueda de bibliografía científica y del mercado farmacéutico Conocimiento de normas de propiedad intelectual protección de datos regulatorios y regulaciones localesEducación Profesional en Ciencias de la salud Medico Biologo BioquimicoIdiomas Inglés avanzadoPersigue el progreso descubre lo extraordinarioLo mejor está ahí afuera Mejores medicamentos mejores resultados mejor ciencia Pero el progreso no sucede sin las personas  personas de diferentes orígenes en diferentes lugares haciendo diferentes roles todos unidos por una cosa un deseo de hacer que los milagros sucedan Así que seamos esas personas En Sanofi brindamos igualdad de oportunidades a todos independientemente de su raza color ascendencia religión sexo origen nacional orientación sexual edad ciudadanía estado civil capacidad identidad de género o estado de veterano Ve nuestro ALL IN video y ve nuestras acciones de Equidad e Inclusión en Diversidad en sanoficomAt Sanofi diversity and inclusion is foundational to how we operate and embedded in our Core Values We recognize to truly tap into the richness diversity brings we must lead with inclusion and have a workplace where those differences can thrive and be leveraged to empower the lives of our colleagues patients and customers We respect and celebrate the diversity of our people their backgrounds and experiences and provide equal opportunity for all,hybrid,Argentina,Intermedio,Fulltime,Argentina
HEAD OF SHOPPER  RETAIL INSIGHTS,TuCash,Nan,hybrid,Colombia,0,0,Colombia
Head Shopper  Retail Insights,TuCash,HEAD SHOPPER  RETAIL INSIGHTSTuCash empresa de base tecnológica que implementa soluciones de CASHBACK para marcas y retailers generando SHOPPER DATA real y accionableBusca seguir sumando a nuestro equipo talentoso y apasionado OBJETIVO DEL CARGO Responsable de liderar el desarrollo y lanzamiento de nuevos productos y servicios de información especializada de consumo masivo en TuCash Encargado de la estructura administración y calidad de los datos fuente para estudios e investigaciones Debe desarrollar una estrategia sólida con tácticas de Inbound Marketing B2B que generen contenido de valor a partir de la información procesada posicionando a la empresa como referente en el mercado para las marcas y el retail NIVEL EDUCATIVO PREGRADO Carrera Profesional en ingeniería industrial economista Ingeniero de mercado administración de empresas científico de Datos informática o afines POSGRADO Mercadeo Comportamiento del Consumidor MBA yo Especializaciones en áreas del conocimiento afines  EXPERIENCIA LABORAL Entre 3 y 5 años de experiencia en empresas de consumo masivo investigación de mercados yo retailers En áreas afines o responsables de productos y servicios de información investigación de mercados análisis de información manejo de bases de datos e interacción con perfiles de alto nivel  TIPO DE CONTRATO Indefinido ÁREAS DE CONOCIMIENTO Gestión y análisis de datos Excel avanzado herramientas y técnicas de investigación de mercados administración de proyectos habilidades de liderazgo y trabajo en equipo diseño y desarrollo de presentaciones gerenciales generación de contenidos marketing digital B2B redacción comercial y relaciones públicas FUNCIONES DEL CARGO Responsable de liderar el proceso de consolidación de la unidad de negocio de DATA en TUCASH diseñando servicios y productos con ofertas de valor orientadas a cada tipo industria yo cliente Responsable del diseño y calidad de los productos y servicios de la unidad de negocio Encargado de la estrategia de marketing y administrativa de la unidad de negocio Planes de Mercadeo Proyectos  Administración del personal                    Responsable de la homogenización categorización y calidad de la información almacenada y recolectada en TUCASH estableciendo procedimientos protocolos y los respectivos planes correctivos para lograr este objetivo  Encargado de desarrollar y fundamentar vía presentaciones yo informes a clientes agremiaciones yo en ferias comerciales                                      Responsable de diseñar implementar y administrar las diferentes plataformas de consulta que tendrán los clientes de la UN Apoyar al área comercial en oportunidades comerciales especificas que se presenten y asegurar los tiempos de entregas de los servicios de información a clientes con la calidad y excelencia requerida,hybrid,Colombia,0,Fulltime,Colombia
Científico de Datos Senior,Empresa Confidencial,Importante empresa de tecnología se encuentra en la búsqueda de Científico de Datos Sr Ingeniero de Sistemas Electrónico o afines con experiencia mínima de 4 años cómo Científico de Datos trabajando con diversos modelos analíticos aplicados a sector real abarcando el ciclo completo del dato desde su ingesta preparación análisis e industrialización Experiencia demostrable gestionando equipos de trabajo de su línea de conocimiento Capacidad de desarrollo comercial y gestión de los objetivos a cargoofrecemos contrato indefinido más beneficios extralegales,hybrid,Colombia,Intermedio,Fulltime,Colombia
